
122219it [00:01, 70377.98it/s]
[INFO 2023-06-25 18:11:06,918] Preparing training data...
[INFO 2023-06-25 18:11:09,342] Writing files...
156965it [00:02, 69947.82it/s]

39829it [00:02, 16740.52it/s]
51282it [00:03, 14487.82it/s]
100%|███████████████████████████████████████████████| 51282/51282 [00:00<00:00, 275683.01it/s]
[INFO 2023-06-25 18:11:19,357] Word dict length: 12506
[INFO 2023-06-25 18:11:19,357] Have words: 12001
[INFO 2023-06-25 18:11:19,357] Missing rate: 0.04038061730369423
[INFO 2023-06-25 18:11:19,376] Training...
[INFO 2023-06-25 18:11:21,249] [0] Ed: 0, train_loss: inf, acc: inf
[INFO 2023-06-25 18:29:17,354] [0] Ed: 23360, train_loss: 1.52866, acc: 0.33887
[INFO 2023-06-25 18:29:31,800] [0] Ed: 23680, train_loss: 1.52800, acc: 0.33953
[INFO 2023-06-25 18:29:45,622] [0] Ed: 24000, train_loss: 1.52744, acc: 0.33950
[INFO 2023-06-25 18:29:59,833] [0] Ed: 24320, train_loss: 1.52708, acc: 0.33997
[INFO 2023-06-25 18:30:14,938] [0] Ed: 24640, train_loss: 1.52599, acc: 0.34079
[INFO 2023-06-25 18:30:29,911] [0] Ed: 24960, train_loss: 1.52596, acc: 0.34095
[INFO 2023-06-25 18:30:44,730] [0] Ed: 25280, train_loss: 1.52512, acc: 0.34122
[INFO 2023-06-25 18:31:00,606] [0] Ed: 25600, train_loss: 1.52457, acc: 0.34172
[INFO 2023-06-25 18:31:15,407] [0] Ed: 25920, train_loss: 1.52367, acc: 0.34225
[INFO 2023-06-25 18:31:29,290] [0] Ed: 26240, train_loss: 1.52225, acc: 0.34337
[INFO 2023-06-25 18:31:43,900] [0] Ed: 26560, train_loss: 1.52114, acc: 0.34416
[INFO 2023-06-25 18:31:59,002] [0] Ed: 26880, train_loss: 1.52069, acc: 0.34449
[INFO 2023-06-25 18:32:13,990] [0] Ed: 27200, train_loss: 1.51986, acc: 0.34529
[INFO 2023-06-25 18:32:28,649] [0] Ed: 27520, train_loss: 1.51921, acc: 0.34553
[INFO 2023-06-25 18:32:42,989] [0] Ed: 27840, train_loss: 1.51813, acc: 0.34630
[INFO 2023-06-25 18:32:56,811] [0] Ed: 28160, train_loss: 1.51719, acc: 0.34705
[INFO 2023-06-25 18:33:11,197] [0] Ed: 28480, train_loss: 1.51680, acc: 0.34733
[INFO 2023-06-25 18:33:25,680] [0] Ed: 28800, train_loss: 1.51622, acc: 0.34788
[INFO 2023-06-25 18:33:40,257] [0] Ed: 29120, train_loss: 1.51534, acc: 0.34821
[INFO 2023-06-25 18:33:55,108] [0] Ed: 29440, train_loss: 1.51486, acc: 0.34840
[INFO 2023-06-25 18:34:09,572] [0] Ed: 29760, train_loss: 1.51429, acc: 0.34896
[INFO 2023-06-25 18:34:23,855] [0] Ed: 30080, train_loss: 1.51352, acc: 0.34943
[INFO 2023-06-25 18:34:38,672] [0] Ed: 30400, train_loss: 1.51322, acc: 0.35007
[INFO 2023-06-25 18:34:53,466] [0] Ed: 30720, train_loss: 1.51251, acc: 0.35049
[INFO 2023-06-25 18:35:07,708] [0] Ed: 31040, train_loss: 1.51132, acc: 0.35126
[INFO 2023-06-25 18:35:22,103] [0] Ed: 31360, train_loss: 1.51078, acc: 0.35169
[INFO 2023-06-25 18:35:36,537] [0] Ed: 31680, train_loss: 1.51030, acc: 0.35196
[INFO 2023-06-25 18:35:50,468] [0] Ed: 32000, train_loss: 1.50984, acc: 0.35212
[INFO 2023-06-25 18:36:04,885] [0] Ed: 32320, train_loss: 1.50928, acc: 0.35238
[INFO 2023-06-25 18:36:19,244] [0] Ed: 32640, train_loss: 1.50893, acc: 0.35254
[INFO 2023-06-25 18:36:33,403] [0] Ed: 32960, train_loss: 1.50844, acc: 0.35276
[INFO 2023-06-25 18:36:48,231] [0] Ed: 33280, train_loss: 1.50791, acc: 0.35319
[INFO 2023-06-25 18:37:02,142] [0] Ed: 33600, train_loss: 1.50753, acc: 0.35336
[INFO 2023-06-25 18:37:16,472] [0] Ed: 33920, train_loss: 1.50698, acc: 0.35354
[INFO 2023-06-25 18:37:31,015] [0] Ed: 34240, train_loss: 1.50679, acc: 0.35377
[INFO 2023-06-25 18:37:45,133] [0] Ed: 34560, train_loss: 1.50642, acc: 0.35405
[INFO 2023-06-25 18:37:59,143] [0] Ed: 34880, train_loss: 1.50563, acc: 0.35482
[INFO 2023-06-25 18:38:13,771] [0] Ed: 35200, train_loss: 1.50508, acc: 0.35514
[INFO 2023-06-25 18:38:28,470] [0] Ed: 35520, train_loss: 1.50449, acc: 0.35552
[INFO 2023-06-25 18:38:43,129] [0] Ed: 35840, train_loss: 1.50425, acc: 0.35558
[INFO 2023-06-25 18:38:58,118] [0] Ed: 36160, train_loss: 1.50400, acc: 0.35548
[INFO 2023-06-25 18:39:12,284] [0] Ed: 36480, train_loss: 1.50378, acc: 0.35554
[INFO 2023-06-25 18:39:26,340] [0] Ed: 36800, train_loss: 1.50324, acc: 0.35606
[INFO 2023-06-25 18:39:41,131] [0] Ed: 37120, train_loss: 1.50253, acc: 0.35641
[INFO 2023-06-25 18:39:56,065] [0] Ed: 37440, train_loss: 1.50141, acc: 0.35716
[INFO 2023-06-25 18:40:10,341] [0] Ed: 37760, train_loss: 1.50022, acc: 0.35810
[INFO 2023-06-25 18:40:24,446] [0] Ed: 38080, train_loss: 1.50005, acc: 0.35838
[INFO 2023-06-25 18:40:38,795] [0] Ed: 38400, train_loss: 1.49902, acc: 0.35898
[INFO 2023-06-25 18:40:53,571] [0] Ed: 38720, train_loss: 1.49824, acc: 0.35950
[INFO 2023-06-25 18:41:07,776] [0] Ed: 39040, train_loss: 1.49823, acc: 0.35961
[INFO 2023-06-25 18:41:22,158] [0] Ed: 39360, train_loss: 1.49794, acc: 0.35988
[INFO 2023-06-25 18:41:36,527] [0] Ed: 39680, train_loss: 1.49736, acc: 0.36023
[INFO 2023-06-25 18:41:51,469] [0] Ed: 40000, train_loss: 1.49664, acc: 0.36083
[INFO 2023-06-25 18:42:06,165] [0] Ed: 40320, train_loss: 1.49611, acc: 0.36133
[INFO 2023-06-25 18:42:21,380] [0] Ed: 40640, train_loss: 1.49570, acc: 0.36164
[INFO 2023-06-25 18:42:36,215] [0] Ed: 40960, train_loss: 1.49528, acc: 0.36187
[INFO 2023-06-25 18:42:51,384] [0] Ed: 41280, train_loss: 1.49460, acc: 0.36248
[INFO 2023-06-25 18:43:07,288] [0] Ed: 41600, train_loss: 1.49417, acc: 0.36286
[INFO 2023-06-25 18:43:23,593] [0] Ed: 41920, train_loss: 1.49357, acc: 0.36319
[INFO 2023-06-25 18:43:39,160] [0] Ed: 42240, train_loss: 1.49322, acc: 0.36354
[INFO 2023-06-25 18:43:55,852] [0] Ed: 42560, train_loss: 1.49269, acc: 0.36393
[INFO 2023-06-25 18:44:12,641] [0] Ed: 42880, train_loss: 1.49198, acc: 0.36446
[INFO 2023-06-25 18:44:30,863] [0] Ed: 43200, train_loss: 1.49163, acc: 0.36493
