item_id,ctr,count
N645,0.004830917874396135,207
N646,0.020507473062217587,2877
N647,0.0,2
N659,0.03597122302158273,139
N661,0.0,5
N662,0.0,9
N663,0.0,8
N664,0.0,4
N667,1.0,1
N670,0.023809523809523808,42
N673,0.0,8
N674,0.0,1
N675,0.26666666666666666,15
N679,0.045454545454545456,22
N690,0.0,29
N693,0.21428571428571427,14
N696,0.11764705882352941,51
N699,0.0,2
N706,0.0620782726045884,1482
N707,0.0025348542458808617,789
N710,0.0,5
N717,0.0,14
N722,0.03333333333333333,30
N723,0.0,4
N724,0.008620689655172414,232
N726,0.02564102564102564,39
N729,0.0,39
N730,0.0625,16
N731,0.0,2
N732,0.03908505440817233,4503
N733,0.0,27
N735,0.0,2
N737,0.0,4
N739,0.0,3
N740,0.16017316017316016,231
N750,0.0,36
N751,0.0,2
N752,0.0,5
N755,0.0,2
N757,0.0,1
N759,0.0,1
N763,0.0,8
N764,0.0,2
N766,0.0,26
N768,0.0,6
N773,0.0,37
N774,0.0,14
N775,0.0,2
N777,0.0,133
N789,0.06707317073170732,164
N790,0.14285714285714285,7
N791,0.0,14
N792,0.0,1
N798,0.0,9
N800,0.0,26
N802,0.023148148148148147,216
N806,0.07547169811320754,53
N808,0.0,170
N810,0.037037037037037035,27
N811,0.0,27
N815,0.017770597738287562,619
N823,0.06790123456790123,324
N826,0.0,2
N828,0.0,7
N832,0.1,30
N834,0.0063006300630063005,1111
N840,0.017133956386292833,642
N843,0.0,2
N845,0.0,3
N849,0.020573108008817047,1361
N851,0.0,3
N855,0.0,15
N858,0.0,1
N859,0.0,2
N862,0.0,3
N868,0.0,1
N869,0.0,8
N870,0.0,7
N875,0.05,20
N880,0.0,10
N881,0.04700854700854701,234
N883,0.0,10
N884,0.0,2
N887,0.0,2
N890,0.0,1
N892,0.0,2
N896,0.0,2
N899,0.043478260869565216,23
N900,0.25,4
N903,0.1,40
N913,0.0,4
N916,0.03333333333333333,30
N917,0.0,3
N918,0.0,5
N923,0.0,2
N924,0.014492753623188406,69
N926,0.03741007194244604,2085
N927,0.0,1
N929,0.0,1
N933,0.0,54
N935,0.0,6
N942,0.0,1
N944,0.0,1
N945,0.0,3
N947,0.0,4
N949,0.5,2
N953,0.0,1
N955,0.0,54
N956,0.0,8
N960,0.0,18
N962,0.022321428571428572,2912
N963,0.0136986301369863,73
N965,0.0,2
N967,0.0,157
N968,0.0,1
N976,0.004807692307692308,832
N977,0.07407407407407407,54
N982,0.05263157894736842,19
N987,0.14285714285714285,7
N990,0.013157894736842105,532
N995,0.0,1
N999,0.07407407407407407,351
N1003,0.0,3
N1004,0.0,4
N1006,0.5,2
N1012,0.002910360884749709,1718
N1013,0.0,10
N1014,0.0,55
N1017,0.0,4
N1019,0.031980650362805695,3721
N1020,0.004032258064516129,744
N1021,0.0,1
N1023,0.0,2
N1026,0.03803131991051454,447
N1027,0.0,3
N1030,0.0,7
N1031,0.014785992217898832,2570
N1032,0.0,1
N1033,0.0,5
N1034,0.1408083441981747,6136
N1043,0.0,2
N1046,0.03594771241830065,918
N1059,0.07894736842105263,38
N1061,0.0,3
N1062,0.10471204188481675,191
N1074,0.0,16
N1079,0.0,2
N1080,0.04238921001926782,519
N1081,0.0,6
N1082,0.015590200445434299,449
N1092,0.0,1
N1093,0.0,3
N1095,0.5,2
N1097,0.0,10
N1099,0.0,3
N1100,0.007936507936507936,126
N1102,0.057692307692307696,52
N1103,0.0,1
N1104,0.0,28
N1105,0.07114624505928854,506
N1113,0.041666666666666664,48
N1114,0.0,6
N1117,0.0,6
N1119,0.1111111111111111,9
N1123,0.0,1
N1125,0.0,1
N1128,0.0,3
N1129,0.016042780748663103,187
N1134,0.0,5
N1136,0.0,9
N1138,0.5,2
N1140,0.0,5
N1141,0.0,1
N1142,0.0,1
N1154,0.0,13
N1155,0.05,20
N1156,0.0,3
N1160,0.1111111111111111,9
N1162,0.0,2
N1166,0.0,2
N1172,0.0,8
N1173,0.0,3
N1174,0.0,1
N1177,0.125,8
N1180,0.050955414012738856,1727
N1181,0.0,7
N1183,0.058823529411764705,34
N1187,0.0,1
N1188,0.0,6
N1189,0.0,6
N1190,0.0,1
N1196,0.0,14
N1199,0.2413793103448276,29
N1204,0.008264462809917356,242
N1206,0.0058823529411764705,340
N1210,0.0,6
N1211,0.0,13
N1215,0.022727272727272728,88
N1222,0.0,7
N1224,0.07692307692307693,13
N1227,0.0,19
N1228,0.04742125302872966,2889
N1230,0.2,5
N1233,0.0,6
N1234,0.3333333333333333,3
N1236,0.01098901098901099,91
N1238,0.0,2
N1240,0.0,2
N1244,0.0,1
N1250,0.0,4
N1252,0.0,3
N1253,0.5,2
N1255,0.0,1
N1256,0.0,1
N1257,0.1111111111111111,9
N1265,0.0,2
N1268,0.0,9
N1270,0.0,1
N1273,0.0,2
N1274,0.0,9
N1287,0.0,1
N1289,0.02699724517906336,1815
N1290,0.0,1
N1292,0.0,11
N1293,0.02631578947368421,38
N1294,0.015463917525773196,388
N1301,0.0,1
N1302,0.05555555555555555,18
N1305,0.0,10
N1308,0.0,3
N1312,0.0,1
N1313,0.0,10
N1317,0.0,4
N1319,0.04749679075738126,779
N1322,0.0,1
N1323,0.0,5
N1324,0.0,2
N1325,0.0,6
N1327,0.0,9
N1329,0.25,4
N1343,0.0,6
N1344,0.047619047619047616,42
N1348,0.0,2
N1352,0.0,34
N1355,0.027586206896551724,580
N1357,0.0,2
N1360,0.0,1
N1361,0.0,4
N1364,0.1,10
N1367,0.0,5
N1372,0.0,9
N1376,0.08333333333333333,12
N1380,0.06666666666666667,15
N1382,0.0,1
N1385,0.0,1
N1387,0.09090909090909091,11
N1389,0.0,1
N1391,0.0,1
N1396,0.0,1
N1397,0.0,1
N1401,0.1111111111111111,9
N1405,0.0,4
N1407,0.0,17
N1408,0.0,139
N1410,0.01278409090909091,704
N1411,0.0,11
N1412,0.0,4
N1413,0.0,2
N1414,0.125,8
N1416,0.0,26
N1417,0.3333333333333333,3
N1421,0.05625,640
N1422,0.0,4
N1423,0.0,1
N1424,0.2222222222222222,9
N1433,0.0,101
N1437,0.125,8
N1447,0.0,6
N1451,0.25,4
N1456,0.0,18
N1457,0.0,3
N1458,0.125,8
N1460,0.0,5
N1463,0.0,1
N1468,0.021660649819494584,277
N1474,0.0,1
N1477,0.14285714285714285,28
N1480,0.04194260485651214,906
N1486,0.0,9
N1494,0.0,4
N1495,0.09302325581395349,43
N1498,0.0,1
N1501,0.0,8
N1518,0.015384615384615385,65
N1525,0.0,14
N1526,0.0,17
N1531,0.04807692307692308,312
N1534,0.0,160
N1536,0.0,2
N1539,0.08176243470361118,8806
N1540,0.0,7
N1542,0.0,3
N1550,0.0,5
N1552,0.0,3
N1555,0.10379746835443038,395
N1556,0.5,2
N1557,0.0,3
N1558,0.0,3
N1560,0.0,1
N1562,0.0,2
N1564,0.0,2
N1567,0.0,1
N1572,0.0,2
N1573,0.01532567049808429,522
N1578,0.0,68
N1583,0.038461538461538464,26
N1592,0.0,1
N1596,0.0,7
N1600,1.0,1
N1604,0.051535087719298246,912
N1618,0.0,15
N1628,0.06666666666666667,15
N1629,0.0,1
N1632,0.0,1
N1636,0.0,5
N1638,0.0,6
N1641,0.0,1
N1642,0.0,3
N1644,0.03894297635605007,5033
N1646,0.0,35
N1649,0.0,5
N1653,0.0,4
N1654,0.16666666666666666,6
N1657,0.05,60
N1660,0.1,10
N1663,0.09090909090909091,11
N1668,0.0,15
N1672,0.0,6
N1673,0.0,3
N1675,0.0,1
N1676,0.0,3
N1680,0.037914691943127965,1899
N1684,0.07142857142857142,14
N1687,0.0,9
N1692,0.0,6
N1702,0.0,18
N1703,0.0,2
N1704,0.0,11
N1705,0.0010050251256281408,995
N1709,0.0,3
N1711,0.0,3
N1717,0.0,14
N1722,0.0,2
N1724,0.0,3
N1727,0.0,3
N1731,0.0,1
N1742,0.0,1
N1745,0.0,11
N1750,1.0,1
N1751,0.0,3
N1752,0.0,11
N1760,0.0,17
N1762,0.0,1
N1763,0.0,3
N1767,0.011086474501108648,902
N1768,0.08,25
N1770,0.0,8
N1771,0.0,4
N1773,0.0,4
N1774,0.017074981440237565,1347
N1780,0.0,3
N1781,0.0,2
N1782,0.0,4
N1785,0.047619047619047616,210
N1787,0.0,1
N1788,0.0,3
N1789,0.0,1
N1805,0.0,1
N1808,0.0,3
N1812,0.2727272727272727,11
N1817,0.0,2
N1830,0.0,1
N1832,0.0,2
N1843,0.0,6
N1848,0.0,2
N1856,0.07142857142857142,14
N1857,0.020634920634920634,630
N1858,0.004807692307692308,624
N1862,0.0,5
N1864,0.0,11
N1865,0.043478260869565216,46
N1866,0.0,4
N1867,0.0,9
N1874,0.0,2
N1878,0.0,3
N1884,0.0,1
N1885,0.023255813953488372,43
N1887,0.1,10
N1896,0.0,3
N1897,0.0,8
N1898,0.0,4
N1903,0.0,74
N1904,0.0,4
N1910,0.0,2
N1913,0.0,17
N1914,0.023227873448137766,7491
N1916,0.0,2
N1920,0.016587677725118485,2110
N1923,0.5,2
N1925,0.09302325581395349,43
N1927,0.031496062992125984,127
N1930,0.0,9
N1932,0.0,3
N1936,0.03260869565217391,276
N1937,0.0,19
N1938,1.0,1
N1940,0.04610350981558596,3362
N1945,0.0,1
N1951,0.08345752608047691,671
N1952,0.2072072072072072,222
N1953,0.14285714285714285,7
N1958,0.10810810810810811,37
N1963,0.0,2
N1965,0.056074766355140186,107
N1967,0.0,3
N1969,0.0,2
N1972,0.0,34
N1974,0.0,1
N1980,0.05263157894736842,19
N1981,0.0,3
N1984,0.0,3
N1985,0.056074766355140186,107
N1990,0.0,6
N1995,0.0,4
N1999,0.027600849256900213,471
N2005,0.25,4
N2007,0.3333333333333333,3
N2009,0.0,7
N2021,0.011235955056179775,445
N2022,0.0,8
N2024,0.0,6
N2027,0.0,1
N2029,0.3333333333333333,3
N2033,0.09090909090909091,11
N2035,0.018518518518518517,54
N2041,0.25,4
N2043,0.0,1
N2046,0.030814380044020543,1363
N2048,0.0,1
N2050,0.0,5
N2052,0.0,6
N2053,0.0,12
N2054,0.1111111111111111,18
N2057,0.0,1
N2058,0.023529411764705882,85
N2060,0.031578947368421054,95
N2064,0.0,1
N2066,0.0,10
N2067,0.0,1
N2074,0.0,1
N2077,0.0,1
N2080,0.0,28
N2088,0.0,14
N2089,0.0,8
N2093,0.0,2
N2096,0.0,1
N2099,0.019337016574585635,362
N2100,0.0,21
N2101,0.0,3
N2104,0.058823529411764705,68
N2108,0.07407407407407407,27
N2113,0.0,1
N2119,0.0,15
N2122,0.0,10
N2124,0.0,5
N2125,0.16666666666666666,6
N2129,0.03488372093023256,86
N2134,0.0,1
N2135,0.16666666666666666,6
N2136,0.0,5
N2138,0.09523809523809523,21
N2139,0.0,2
N2141,0.13043478260869565,23
N2142,0.0,2
N2144,0.0,3
N2146,0.0,2
N2149,0.0,8
N2151,0.0,1
N2152,0.0,1
N2158,0.0,2
N2161,0.0,3
N2167,0.0,3
N2169,0.09779179810725552,634
N2170,0.0,4
N2171,0.0,57
N2177,0.0,2
N2179,0.0,7
N2180,0.0,1
N2187,0.0,4
N2188,0.0,4
N2202,0.0,3
N2205,0.017391304347826087,115
N2206,0.0,10
N2216,0.06976744186046512,43
N2217,0.0,13
N2227,0.0,12
N2232,0.0,12
N2235,0.04819277108433735,498
N2236,0.0,8
N2242,0.0,1
N2243,0.0,11
N2248,0.16666666666666666,6
N2252,0.0,2
N2256,0.0,17
N2266,0.11764705882352941,17
N2269,0.0,1
N2279,0.16666666666666666,12
N2285,0.0,2
N2287,0.0,5
N2288,0.044585987261146494,157
N2297,0.2222222222222222,9
N2298,0.0,2
N2301,0.0,2
N2307,0.023809523809523808,126
N2322,0.0,1
N2324,0.01834862385321101,545
N2325,1.0,1
N2331,0.0,4
N2332,0.0,5
N2334,0.011682242990654205,428
N2348,0.02040816326530612,49
N2350,0.003146453089244851,6992
N2355,0.11363636363636363,44
N2358,0.0,10
N2362,0.0,5
N2364,0.0,1
N2367,0.0,3
N2371,0.0,5
N2377,0.3333333333333333,12
N2381,0.0,9
N2384,0.3333333333333333,6
N2389,0.019230769230769232,676
N2393,0.05555555555555555,18
N2396,0.0,1
N2397,0.1111111111111111,9
N2403,0.0,1
N2408,0.0,11
N2413,0.0,2
N2414,0.13636363636363635,22
N2416,0.0,8
N2419,0.0,33
N2421,0.1111111111111111,9
N2423,0.0,1
N2424,0.0,2
N2425,0.0,3
N2426,0.14285714285714285,7
N2430,0.0,1
N2439,0.04,50
N2444,0.012345679012345678,81
N2446,0.3333333333333333,3
N2452,0.6,5
N2454,0.027777777777777776,72
N2457,0.0,3
N2460,0.0,7
N2470,0.0,3
N2474,0.0,249
N2476,0.0353356890459364,283
N2477,0.0,4
N2478,0.0,1
N2480,0.0,2
N2485,0.0,4
N2488,0.0,12
N2493,0.0,1
N2498,0.0,2
N2500,0.0,2
N2509,0.0,2
N2510,0.0,2
N2514,0.0,1
N2515,0.0,2
N2516,0.027491408934707903,582
N2522,0.0,4
N2529,0.0,29
N2530,0.0,133
N2532,0.0,4
N2534,0.0,3
N2536,0.0,3
N2537,0.0,20
N2539,0.0,2
N2544,0.0,3
N2547,0.0,2
N2548,0.0,1
N2551,0.0,2
N2552,0.13636363636363635,88
N2553,0.039603960396039604,101
N2560,0.14285714285714285,7
N2562,0.01975540921919097,1063
N2563,0.0,7
N2567,0.0,4
N2568,0.10126582278481013,79
N2571,0.0,10
N2572,0.2,5
N2575,0.0,4
N2578,0.019909502262443438,2210
N2589,0.0,2
N2602,0.25,4
N2605,0.0,6
N2609,0.0,3
N2612,0.0,4
N2613,0.0,1
N2620,0.0,1
N2622,0.03642987249544627,549
N2627,0.08333333333333333,36
N2636,0.1111111111111111,9
N2637,0.0,1
N2639,0.0,9
N2643,0.0,2
N2644,0.07692307692307693,39
N2648,0.0,1
N2649,0.0,5
N2658,0.011194029850746268,268
N2659,0.14285714285714285,14
N2665,0.0,2
N2669,0.0,1
N2670,0.2,5
N2674,0.0,1
N2676,0.1111111111111111,9
N2677,0.0,2
N2678,0.06060606060606061,66
N2680,0.0,8
N2688,0.0,31
N2695,0.5,2
N2701,0.0,7
N2702,0.03535353535353535,396
N2704,0.028037383177570093,321
N2708,0.0,17
N2709,0.0,29
N2710,0.0,1
N2711,0.0,1
N2715,0.125,8
N2716,0.0,1
N2717,0.0,11
N2725,0.0,8
N2731,0.0,7
N2732,0.0,10
N2736,0.0,2
N2737,0.0,10
N2740,0.0,2
N2742,0.0,2
N2743,0.0,2
N2747,0.023255813953488372,43
N2748,0.0,2
N2749,0.0,10
N2752,0.16666666666666666,6
N2754,0.0,2
N2756,0.0,8
N2758,0.0,8
N2760,0.0,14
N2763,0.0,1
N2764,0.0,7
N2766,0.5,2
N2772,0.17647058823529413,17
N2776,0.0,1
N2781,0.0,11
N2782,0.024875621890547265,201
N2784,0.0,12
N2787,0.009235936188077247,1191
N2789,0.0,2
N2795,0.0,2
N2801,0.0,1
N2809,0.0,16
N2810,0.03571428571428571,112
N2815,0.0,3
N2817,1.0,1
N2818,0.0,2
N2819,0.0,1
N2820,0.0,10
N2823,0.026021080368906456,6072
N2828,0.0,4
N2829,0.0,1
N2830,0.0,1
N2831,0.0,1
N2832,0.0,1
N2833,0.0,3
N2838,0.19047619047619047,21
N2844,0.0,1
N2846,0.05263157894736842,38
N2850,0.0,6
N2853,0.16666666666666666,6
N2854,0.0,3
N2864,0.10294117647058823,68
N2865,0.0,6
N2869,0.009642778873548105,4563
N2870,0.0,1
N2871,0.015730337078651686,890
N2874,0.09523809523809523,21
N2875,0.029411764705882353,68
N2877,0.0,3
N2878,0.032873806998939555,943
N2880,0.0,4
N2883,0.0,1
N2884,0.25,4
N2885,0.25,4
N2886,0.02072538860103627,965
N2889,0.0,2
N2898,0.0,9
N2907,0.0,1
N2913,0.0,2
N2914,0.0,5
N2924,0.0,2
N2925,0.0,3
N2927,0.25,4
N2928,0.0,1
N2936,0.0,1
N2942,0.0,7
N2949,0.0,2
N2952,0.015639374425023,2174
N2957,0.09523809523809523,21
N2960,0.1,640
N2965,0.01282051282051282,78
N2967,0.2,5
N2970,0.0,1
N2973,0.0,18
N2974,0.0,3
N2976,0.0,1
N2982,0.0,8
N2983,0.0,1
N2984,0.0,3
N2987,0.014388489208633094,139
N2988,0.14285714285714285,7
N2990,0.0,12
N2992,0.0,6
N2994,0.015625,64
N2995,0.0,4
N2997,0.0,1
N2999,0.14285714285714285,14
N3006,0.0,1
N3014,0.0,1
N3016,0.0,1
N3017,0.0,1
N3021,0.0,1
N3023,0.0,8
N3024,0.0,3
N3027,0.0,1
N3031,0.048458149779735685,1816
N3032,0.0,13
N3033,0.0,1
N3035,0.0,26
N3037,0.1,10
N3038,0.014925373134328358,134
N3040,0.25,4
N3042,0.0,3
N3045,0.010574018126888218,662
N3047,0.0,4
N3049,0.038461538461538464,26
N3056,0.0,11
N3059,0.0,52
N3063,0.07142857142857142,14
N3064,0.008456659619450317,1419
N3067,0.0,13
N3069,0.0,51
N3070,0.0,2
N3073,0.09090909090909091,22
N3074,0.0,4
N3075,0.011904761904761904,84
N3080,0.0,1
N3083,0.08196721311475409,61
N3084,0.0,106
N3087,0.028969957081545063,932
N3088,0.0,4
N3089,0.038461538461538464,52
N3093,0.1111111111111111,9
N3094,0.04,25
N3095,0.3333333333333333,3
N3102,0.0703125,128
N3103,0.1,20
N3111,0.0,2
N3113,0.13043478260869565,23
N3116,0.0625,48
N3117,0.07692307692307693,13
N3118,0.0,27
N3119,0.0,8
N3123,0.06957855789188701,11081
N3126,0.03571428571428571,28
N3128,0.05134150380920835,3019
N3129,0.0,9
N3131,0.0,3
N3132,0.0,11
N3135,0.032,125
N3139,0.0,6
N3148,0.022727272727272728,220
N3150,0.0,2
N3151,0.0,41
N3154,0.1111111111111111,9
N3155,0.0,4
N3156,0.0,9
N3161,0.046153846153846156,585
N3167,0.025367156208277702,2247
N3168,0.0,2
N3174,0.01818181818181818,110
N3175,0.0,3
N3178,0.0,4
N3179,0.04745166959578207,1138
N3182,0.16666666666666666,12
N3191,0.0,3
N3194,0.0,6
N3195,0.0,26
N3198,0.0,2
N3200,0.0,2
N3201,0.0,1
N3206,0.0,1
N3207,0.0,2
N3210,0.0,1
N3211,0.0,2
N3214,0.0,6
N3216,0.3333333333333333,3
N3221,1.0,1
N3225,0.0,2
N3230,0.0,1
N3232,0.01174496644295302,1192
N3233,0.0,10
N3234,1.0,1
N3238,0.09090909090909091,11
N3240,0.0,2
N3243,0.06386861313868614,548
N3250,0.125,8
N3251,0.0,2
N3252,0.045454545454545456,22
N3256,0.007518796992481203,133
N3257,0.03125,64
N3263,0.0,25
N3265,0.0,2
N3268,0.0,8
N3271,0.1,40
N3273,0.0,32
N3275,0.0,30
N3278,0.0,3
N3282,0.0,1
N3285,0.028246641405442644,2903
N3287,0.0,1
N3295,0.0,1
N3297,0.010273972602739725,292
N3298,0.0,6
N3300,0.0,3
N3304,0.01839464882943144,1196
N3305,0.0,5
N3307,0.0,1
N3308,0.0,1
N3312,0.056910569105691054,123
N3313,0.06756756756756757,148
N3318,0.03571428571428571,28
N3322,0.031746031746031744,189
N3326,0.0,2
N3331,0.037037037037037035,27
N3334,0.0,1
N3338,0.1724137931034483,29
N3339,0.04955947136563876,908
N3340,0.0,6
N3342,0.3333333333333333,3
N3344,0.02369150021869077,13718
N3351,0.0,7
N3354,0.23076923076923078,13
N3355,0.0,14
N3357,0.0,5
N3358,0.0,3
N3362,0.0,6
N3366,0.0,3
N3367,0.037037037037037035,27
N3368,0.0,4
N3369,0.2,5
N3371,0.0,3
N3373,0.0,1
N3374,0.0,2
N3377,0.2222222222222222,9
N3378,0.0,2
N3380,0.021739130434782608,1978
N3385,0.2,5
N3390,0.0,4
N3392,0.02254791431792559,887
N3394,0.0,3
N3395,0.0,1
N3397,0.0,12
N3401,0.04838709677419355,124
N3406,0.0,1
N3407,0.0,20
N3409,0.0,2
N3411,0.0,15
N3415,0.0249609984399376,1923
N3418,0.010144927536231883,1380
N3423,0.2,5
N3426,0.0,3
N3428,0.1,10
N3429,0.18181818181818182,11
N3431,0.028824833702882482,902
N3432,0.06451612903225806,31
N3445,0.16666666666666666,6
N3446,0.0,4
N3447,0.14285714285714285,7
N3449,0.05189620758483034,501
N3450,0.0,6
N3453,0.0,5
N3456,0.05263157894736842,19
N3461,0.041666666666666664,48
N3462,0.4,20
N3465,0.01348314606741573,890
N3466,0.0,27
N3467,0.0,1
N3469,0.05084745762711865,118
N3471,0.045454545454545456,22
N3474,0.011890606420927468,1682
N3476,0.024,125
N3477,0.0,1
N3478,0.0,3
N3484,0.0,3
N3487,0.0,1
N3491,0.05228136882129278,3156
N3496,0.0,40
N3497,0.007692307692307693,130
N3498,0.022222222222222223,45
N3502,0.0,14
N3506,0.018913480885311872,2485
N3509,0.0,3
N3516,0.011976047904191617,167
N3517,0.0642123287671233,1168
N3523,0.0,17
N3533,0.0,1
N3538,0.0,2
N3541,0.009117361784675072,5155
N3545,0.0,25
N3548,0.0,1
N3551,0.0,1
N3555,0.0,7
N3559,0.0,10
N3564,0.0,1
N3568,0.09090909090909091,11
N3572,0.16666666666666666,6
N3575,0.0,2
N3579,0.0,7
N3580,0.006083294337856809,2137
N3585,0.0,11
N3586,0.16666666666666666,12
N3588,0.25,4
N3589,0.04271356783919598,1194
N3590,0.02900763358778626,655
N3592,0.0,2
N3597,0.0,8
N3599,0.027777777777777776,36
N3600,0.0,7
N3602,0.0,3
N3610,0.0,21
N3622,0.0,33
N3626,0.0,8
N3627,0.0,10
N3628,1.0,1
N3629,0.0,8
N3630,0.0,2
N3633,0.14285714285714285,7
N3634,0.0,9
N3638,0.0,29
N3639,0.0,1
N3643,0.0,12
N3646,0.0,1
N3650,0.0,5
N3652,0.027918781725888325,394
N3655,0.0,1
N3656,0.010269576379974325,779
N3662,0.0,1
N3663,0.12181894034209428,2397
N3667,0.0,10
N3669,0.0,9
N3677,0.043478260869565216,115
N3678,0.0,14
N3679,0.0,3
N3686,0.0,6
N3687,0.0,4
N3689,0.0,1
N3691,0.0,2
N3693,0.07142857142857142,14
N3695,0.07692307692307693,13
N3697,0.027531497900139992,2143
N3699,0.0,41
N3700,0.0,1
N3706,0.0,1
N3707,0.011560693641618497,173
N3708,0.0,40
N3711,0.0,2
N3714,0.0,2
N3716,0.0,1
N3717,0.0,18
N3718,0.06060606060606061,66
N3721,0.0,1
N3726,0.010743446497636441,2327
N3727,0.05185185185185185,135
N3732,0.0,17
N3734,0.06557377049180328,61
N3736,0.0,6
N3737,0.007518796992481203,1064
N3741,0.0,9
N3745,0.013417190775681341,2385
N3747,0.0,12
N3748,0.03636363636363636,385
N3751,0.0,3
N3753,0.3333333333333333,3
N3763,0.0,1
N3765,0.0,1
N3769,0.0392156862745098,51
N3771,0.0,30
N3773,0.0,2
N3774,0.0,4
N3778,0.1111111111111111,18
N3780,0.043478260869565216,23
N3783,0.5,2
N3785,0.0,1
N3791,0.0,2
N3792,0.014895729890764648,1007
N3800,0.0,9
N3804,0.03125,32
N3806,0.0,1
N3807,0.1111111111111111,9
N3821,0.08380520951302378,883
N3824,0.0,16
N3825,0.0,6
N3832,0.0,9
N3834,0.14285714285714285,7
N3835,0.0,3
